DT_DATA,NR_ANO,NR_MES,NM_MES,NR_DIA,NR_DIA_SEMANA,NM_DIA_SEMANA,FLG_FINAL_SEMANA,FLG_FERIADO
2029-08-29,2029,8,August,29,4,Wednesday,false,false
2029-10-19,2029,10,October,19,6,Friday,false,false
2029-10-23,2029,10,October,23,3,Tuesday,false,false
2030-03-29,2030,3,March,29,6,Friday,false,false
2030-04-11,2030,4,April,11,5,Thursday,false,false
2030-04-12,2030,4,April,12,6,Friday,false,false
2030-06-26,2030,6,June,26,4,Wednesday,false,false
2030-07-25,2030,7,July,25,5,Thursday,false,false
2030-08-27,2030,8,August,27,3,Tuesday,false,false
2030-09-28,2030,9,September,28,7,Saturday,true,false
2030-11-29,2030,11,November,29,6,Friday,false,false
2010-01-27,2010,1,January,27,4,Wednesday,false,false
2010-02-05,2010,2,February,5,6,Friday,false,false
2010-03-03,2010,3,March,3,4,Wednesday,false,false
2010-03-06,2010,3,March,6,7,Saturday,true,false
2010-04-09,2010,4,April,9,6,Friday,false,false
2010-09-03,2010,9,September,3,6,Friday,false,false
2011-01-16,2011,1,January,16,1,Sunday,true,false
2011-02-17,2011,2,February,17,5,Thursday,false,false
2011-04-17,2011,4,April,17,1,Sunday,true,false
2011-05-29,2011,5,May,29,1,Sunday,true,false
2011-10-11,2011,10,October,11,3,Tuesday,false,false
2012-01-26,2012,1,January,26,5,Thursday,false,false
2012-02-25,2012,2,February,25,7,Saturday,true,false
2012-04-08,2012,4,April,8,1,Sunday,true,false
2012-07-10,2012,7,July,10,3,Tuesday,false,false
2012-08-11,2012,8,August,11,7,Saturday,true,false
2012-09-01,2012,9,September,1,7,Saturday,true,false
2012-11-06,2012,11,November,6,3,Tuesday,false,false
2012-12-18,2012,12,December,18,3,Tuesday,false,false
2013-02-27,2013,2,February,27,4,Wednesday,false,false
2013-03-05,2013,3,March,5,3,Tuesday,false,false
2013-05-18,2013,5,May,18,7,Saturday,true,false
2013-06-29,2013,6,June,29,7,Saturday,true,false
2013-08-07,2013,8,August,7,4,Wednesday,false,false
2013-08-18,2013,8,August,18,1,Sunday,true,false
2013-11-23,2013,11,November,23,7,Saturday,true,false
2013-12-10,2013,12,December,10,3,Tuesday,false,false
2014-03-11,2014,3,March,11,3,Tuesday,false,false
2014-03-20,2014,3,March,20,5,Thursday,false,false
2014-04-01,2014,4,April,1,3,Tuesday,false,false
2014-04-07,2014,4,April,7,2,Monday,false,false
2014-10-16,2014,10,October,16,5,Thursday,false,false
2014-12-11,2014,12,December,11,5,Thursday,false,false
2015-01-11,2015,1,January,11,1,Sunday,true,false
2015-01-27,2015,1,January,27,3,Tuesday,false,false
2015-02-27,2015,2,February,27,6,Friday,false,false
2015-03-28,2015,3,March,28,7,Saturday,true,false
2015-04-23,2015,4,April,23,5,Thursday,false,false
2015-05-29,2015,5,May,29,6,Friday,false,false
2015-07-20,2015,7,July,20,2,Monday,false,false
2015-09-22,2015,9,September,22,3,Tuesday,false,false
2015-09-26,2015,9,September,26,7,Saturday,true,false
2015-09-30,2015,9,September,30,4,Wednesday,false,false
2015-11-04,2015,11,November,4,4,Wednesday,false,false
2015-12-05,2015,12,December,5,7,Saturday,true,false
2016-06-10,2016,6,June,10,6,Friday,false,false
2016-06-30,2016,6,June,30,5,Thursday,false,false
2016-07-02,2016,7,July,2,7,Saturday,true,false
2016-08-03,2016,8,August,3,4,Wednesday,false,false
2016-08-14,2016,8,August,14,1,Sunday,true,false
2016-09-09,2016,9,September,9,6,Friday,false,false
2016-10-31,2016,10,October,31,2,Monday,false,false
2017-01-21,2017,1,January,21,7,Saturday,true,false
2017-03-31,2017,3,March,31,6,Friday,false,false
2017-04-28,2017,4,April,28,6,Friday,false,false
2017-09-15,2017,9,September,15,6,Friday,false,false
2017-09-21,2017,9,September,21,5,Thursday,false,false
2017-12-06,2017,12,December,6,4,Wednesday,false,false
2018-05-12,2018,5,May,12,7,Saturday,true,false
2018-08-11,2018,8,August,11,7,Saturday,true,false
2018-10-13,2018,10,October,13,7,Saturday,true,false
2018-10-22,2018,10,October,22,2,Monday,false,false
2019-02-26,2019,2,February,26,3,Tuesday,false,false
2019-03-23,2019,3,March,23,7,Saturday,true,false
2019-04-04,2019,4,April,4,5,Thursday,false,false
2019-09-17,2019,9,September,17,3,Tuesday,false,false
2019-10-16,2019,10,October,16,4,Wednesday,false,false
2019-11-07,2019,11,November,7,5,Thursday,false,false
2020-03-02,2020,3,March,2,2,Monday,false,false
2020-03-24,2020,3,March,24,3,Tuesday,false,false
2020-04-10,2020,4,April,10,6,Friday,false,false
2020-05-10,2020,5,May,10,1,Sunday,true,false
2020-06-01,2020,6,June,1,2,Monday,false,false
2020-06-02,2020,6,June,2,3,Tuesday,false,false
2020-07-11,2020,7,July,11,7,Saturday,true,false
2020-12-27,2020,12,December,27,1,Sunday,true,false
2021-01-21,2021,1,January,21,5,Thursday,false,false
2021-01-23,2021,1,January,23,7,Saturday,true,false
2021-08-13,2021,8,August,13,6,Friday,false,false
2021-09-10,2021,9,September,10,6,Friday,false,false
2021-09-20,2021,9,September,20,2,Monday,false,false
2021-10-06,2021,10,October,6,4,Wednesday,false,false
2021-10-22,2021,10,October,22,6,Friday,false,false
2021-11-21,2021,11,November,21,1,Sunday,true,false
2022-01-22,2022,1,January,22,7,Saturday,true,false
2022-02-20,2022,2,February,20,1,Sunday,true,false
2022-04-09,2022,4,April,9,7,Saturday,true,false
2022-04-16,2022,4,April,16,7,Saturday,true,false
2022-11-28,2022,11,November,28,2,Monday,false,false
2022-12-28,2022,12,December,28,4,Wednesday,false,false
2023-02-07,2023,2,February,7,3,Tuesday,false,false
2023-02-14,2023,2,February,14,3,Tuesday,false,false
2023-03-16,2023,3,March,16,5,Thursday,false,false
2023-06-15,2023,6,June,15,5,Thursday,false,false
2023-08-03,2023,8,August,3,5,Thursday,false,false
2023-11-18,2023,11,November,18,7,Saturday,true,false
2024-01-12,2024,1,January,12,6,Friday,false,false
2024-01-18,2024,1,January,18,5,Thursday,false,false
2024-02-26,2024,2,February,26,2,Monday,false,false
2024-03-01,2024,3,March,1,6,Friday,false,false
2024-03-18,2024,3,March,18,2,Monday,false,false
2024-09-03,2024,9,September,3,3,Tuesday,false,false
2024-10-07,2024,10,October,7,2,Monday,false,false
2024-10-10,2024,10,October,10,5,Thursday,false,false
2024-10-25,2024,10,October,25,6,Friday,false,false
2025-01-07,2025,1,January,7,3,Tuesday,false,false
2025-02-14,2025,2,February,14,6,Friday,false,false
2025-03-13,2025,3,March,13,5,Thursday,false,false
2025-04-30,2025,4,April,30,4,Wednesday,false,false
2025-05-16,2025,5,May,16,6,Friday,false,false
2025-06-27,2025,6,June,27,6,Friday,false,false
2025-07-28,2025,7,July,28,2,Monday,false,false
2025-08-22,2025,8,August,22,6,Friday,false,false
2025-09-01,2025,9,September,1,2,Monday,false,false
2025-09-07,2025,9,September,7,1,Sunday,true,false
2025-10-31,2025,10,October,31,6,Friday,false,false
2025-11-13,2025,11,November,13,5,Thursday,false,false
2025-12-31,2025,12,December,31,4,Wednesday,false,false
2026-01-11,2026,1,January,11,1,Sunday,true,false
2026-05-03,2026,5,May,3,1,Sunday,true,false
2026-06-18,2026,6,June,18,5,Thursday,false,false
2026-08-23,2026,8,August,23,1,Sunday,true,false
2026-08-26,2026,8,August,26,4,Wednesday,false,false
2026-10-21,2026,10,October,21,4,Wednesday,false,false
2027-01-16,2027,1,January,16,7,Saturday,true,false
2027-03-12,2027,3,March,12,6,Friday,false,false
2027-03-23,2027,3,March,23,3,Tuesday,false,false
2027-04-01,2027,4,April,1,5,Thursday,false,false
2027-04-28,2027,4,April,28,4,Wednesday,false,false
2027-08-31,2027,8,August,31,3,Tuesday,false,false
2027-12-23,2027,12,December,23,5,Thursday,false,false
2028-02-23,2028,2,February,23,4,Wednesday,false,false
2028-12-03,2028,12,December,3,1,Sunday,true,false
2029-01-09,2029,1,January,9,3,Tuesday,false,false
2029-02-18,2029,2,February,18,1,Sunday,true,false
2029-03-08,2029,3,March,8,5,Thursday,false,false
2029-03-19,2029,3,March,19,2,Monday,false,false
2029-05-17,2029,5,May,17,5,Thursday,false,false
2029-06-09,2029,6,June,9,7,Saturday,true,false
2029-08-18,2029,8,August,18,7,Saturday,true,false
2029-09-12,2029,9,September,12,4,Wednesday,false,false
2029-09-13,2029,9,September,13,5,Thursday,false,false
2029-09-20,2029,9,September,20,5,Thursday,false,false
2029-09-28,2029,9,September,28,6,Friday,false,false
2029-10-20,2029,10,October,20,7,Saturday,true,false
2029-11-26,2029,11,November,26,2,Monday,false,false
2029-12-12,2029,12,December,12,4,Wednesday,false,false
2030-01-12,2030,1,January,12,7,Saturday,true,false
2030-08-18,2030,8,August,18,1,Sunday,true,false
2030-10-16,2030,10,October,16,4,Wednesday,false,false
2030-11-26,2030,11,November,26,3,Tuesday,false,false
2030-12-28,2030,12,December,28,7,Saturday,true,false
2010-03-11,2010,3,March,11,5,Thursday,false,false
2010-04-30,2010,4,April,30,6,Friday,false,false
2010-07-24,2010,7,July,24,7,Saturday,true,false
2010-08-04,2010,8,August,4,4,Wednesday,false,false
2010-08-28,2010,8,August,28,7,Saturday,true,false
2010-12-08,2010,12,December,8,4,Wednesday,false,false
2011-01-21,2011,1,January,21,6,Friday,false,false
2011-01-22,2011,1,January,22,7,Saturday,true,false
2011-02-27,2011,2,February,27,1,Sunday,true,false
2011-04-15,2011,4,April,15,6,Friday,false,false
2011-04-29,2011,4,April,29,6,Friday,false,false
2011-12-13,2011,12,December,13,3,Tuesday,false,false
2012-02-16,2012,2,February,16,5,Thursday,false,false
2012-03-09,2012,3,March,9,6,Friday,false,false
2012-03-23,2012,3,March,23,6,Friday,false,false
2012-03-24,2012,3,March,24,7,Saturday,true,false
2012-05-28,2012,5,May,28,2,Monday,false,false
2012-06-06,2012,6,June,6,4,Wednesday,false,false
2012-08-14,2012,8,August,14,3,Tuesday,false,false
2012-10-11,2012,10,October,11,5,Thursday,false,false
2012-11-01,2012,11,November,1,5,Thursday,false,false
2012-11-28,2012,11,November,28,4,Wednesday,false,false
2013-01-08,2013,1,January,8,3,Tuesday,false,false
2013-01-29,2013,1,January,29,3,Tuesday,false,false
2013-05-30,2013,5,May,30,5,Thursday,false,false
2013-07-17,2013,7,July,17,4,Wednesday,false,false
2013-08-14,2013,8,August,14,4,Wednesday,false,false
2013-09-23,2013,9,September,23,2,Monday,false,false
2013-09-26,2013,9,September,26,5,Thursday,false,false
2013-10-30,2013,10,October,30,4,Wednesday,false,false
2013-12-02,2013,12,December,2,2,Monday,false,false
2014-01-21,2014,1,January,21,3,Tuesday,false,false
2014-05-01,2014,5,May,1,5,Thursday,false,false
2014-05-30,2014,5,May,30,6,Friday,false,false
2014-09-24,2014,9,September,24,4,Wednesday,false,false
2014-10-09,2014,10,October,9,5,Thursday,false,false
2014-10-22,2014,10,October,22,4,Wednesday,false,false
2014-10-27,2014,10,October,27,2,Monday,false,false
2014-10-28,2014,10,October,28,3,Tuesday,false,false
2015-02-11,2015,2,February,11,4,Wednesday,false,false
2015-04-29,2015,4,April,29,4,Wednesday,false,false
2015-05-25,2015,5,May,25,2,Monday,false,false
2015-06-09,2015,6,June,9,3,Tuesday,false,false
2015-06-12,2015,6,June,12,6,Friday,false,false
2015-06-20,2015,6,June,20,7,Saturday,true,false
2015-08-27,2015,8,August,27,5,Thursday,false,false
2015-09-04,2015,9,September,4,6,Friday,false,false
2015-10-31,2015,10,October,31,7,Saturday,true,false
2015-11-08,2015,11,November,8,1,Sunday,true,false
2015-11-21,2015,11,November,21,7,Saturday,true,false
2015-12-16,2015,12,December,16,4,Wednesday,false,false
2015-12-31,2015,12,December,31,5,Thursday,false,false
2016-02-07,2016,2,February,7,1,Sunday,true,false
2016-02-11,2016,2,February,11,5,Thursday,false,false
2016-04-22,2016,4,April,22,6,Friday,false,false
2016-06-04,2016,6,June,4,7,Saturday,true,false
2016-07-15,2016,7,July,15,6,Friday,false,false
2016-11-16,2016,11,November,16,4,Wednesday,false,false
2016-11-19,2016,11,November,19,7,Saturday,true,false
2016-11-28,2016,11,November,28,2,Monday,false,false
2016-12-30,2016,12,December,30,6,Friday,false,false
2017-04-04,2017,4,April,4,3,Tuesday,false,false
2017-06-11,2017,6,June,11,1,Sunday,true,false
2017-06-20,2017,6,June,20,3,Tuesday,false,false
2017-06-22,2017,6,June,22,5,Thursday,false,false
2017-08-05,2017,8,August,5,7,Saturday,true,false
2017-09-05,2017,9,September,5,3,Tuesday,false,false
2017-10-06,2017,10,October,6,6,Friday,false,false
2017-11-25,2017,11,November,25,7,Saturday,true,false
2017-12-14,2017,12,December,14,5,Thursday,false,false
2018-01-30,2018,1,January,30,3,Tuesday,false,false
2018-10-28,2018,10,October,28,1,Sunday,true,false
2018-11-17,2018,11,November,17,7,Saturday,true,false
2019-01-19,2019,1,January,19,7,Saturday,true,false
2019-02-06,2019,2,February,6,4,Wednesday,false,false
2019-02-12,2019,2,February,12,3,Tuesday,false,false
2019-03-10,2019,3,March,10,1,Sunday,true,false
2019-03-17,2019,3,March,17,1,Sunday,true,false
2019-03-25,2019,3,March,25,2,Monday,false,false
2019-04-01,2019,4,April,1,2,Monday,false,false
2019-04-06,2019,4,April,6,7,Saturday,true,false
2019-07-24,2019,7,July,24,4,Wednesday,false,false
2019-08-14,2019,8,August,14,4,Wednesday,false,false
2019-09-19,2019,9,September,19,5,Thursday,false,false
2020-01-09,2020,1,January,9,5,Thursday,false,false
2020-01-30,2020,1,January,30,5,Thursday,false,false
2020-02-05,2020,2,February,5,4,Wednesday,false,false
2020-02-07,2020,2,February,7,6,Friday,false,false
2020-03-07,2020,3,March,7,7,Saturday,true,false
2020-03-11,2020,3,March,11,4,Wednesday,false,false
2020-07-01,2020,7,July,1,4,Wednesday,false,false
2020-07-29,2020,7,July,29,4,Wednesday,false,false
2020-08-25,2020,8,August,25,3,Tuesday,false,false
2020-10-21,2020,10,October,21,4,Wednesday,false,false
2020-11-08,2020,11,November,8,1,Sunday,true,false
2020-11-26,2020,11,November,26,5,Thursday,false,false
2020-12-01,2020,12,December,1,3,Tuesday,false,false
2021-04-28,2021,4,April,28,4,Wednesday,false,false
2021-05-02,2021,5,May,2,1,Sunday,true,false
2021-08-19,2021,8,August,19,5,Thursday,false,false
2021-08-27,2021,8,August,27,6,Friday,false,false
2021-09-01,2021,9,September,1,4,Wednesday,false,false
2022-03-05,2022,3,March,5,7,Saturday,true,false
2022-03-12,2022,3,March,12,7,Saturday,true,false
2022-04-04,2022,4,April,4,2,Monday,false,false
2022-04-25,2022,4,April,25,2,Monday,false,false
2022-08-01,2022,8,August,1,2,Monday,false,false
2023-01-15,2023,1,January,15,1,Sunday,true,false
2023-02-01,2023,2,February,1,4,Wednesday,false,false
2023-02-17,2023,2,February,17,6,Friday,false,false
2023-04-15,2023,4,April,15,7,Saturday,true,false
2023-05-11,2023,5,May,11,5,Thursday,false,false
2023-05-21,2023,5,May,21,1,Sunday,true,false
2023-06-06,2023,6,June,6,3,Tuesday,false,false
2023-07-21,2023,7,July,21,6,Friday,false,false
2023-07-24,2023,7,July,24,2,Monday,false,false
2023-10-09,2023,10,October,9,2,Monday,false,false
2023-10-15,2023,10,October,15,1,Sunday,true,false
2023-12-02,2023,12,December,2,7,Saturday,true,false
2024-01-26,2024,1,January,26,6,Friday,false,false
2024-03-29,2024,3,March,29,6,Friday,false,false
2024-10-11,2024,10,October,11,6,Friday,false,false
2024-10-22,2024,10,October,22,3,Tuesday,false,false
2024-11-19,2024,11,November,19,3,Tuesday,false,false
2024-12-25,2024,12,December,25,4,Wednesday,false,true
2025-01-05,2025,1,January,5,1,Sunday,true,false
2025-02-02,2025,2,February,2,1,Sunday,true,false
2025-03-10,2025,3,March,10,2,Monday,false,false
2025-07-21,2025,7,July,21,2,Monday,false,false
2025-09-23,2025,9,September,23,3,Tuesday,false,false
2025-12-01,2025,12,December,1,2,Monday,false,false
2026-03-27,2026,3,March,27,6,Friday,false,false
2026-04-23,2026,4,April,23,5,Thursday,false,false
2026-06-03,2026,6,June,3,4,Wednesday,false,false
2026-07-11,2026,7,July,11,7,Saturday,true,false
2026-09-22,2026,9,September,22,3,Tuesday,false,false
2026-09-28,2026,9,September,28,2,Monday,false,false
2027-01-17,2027,1,January,17,1,Sunday,true,false
2027-03-01,2027,3,March,1,2,Monday,false,false
2027-05-07,2027,5,May,7,6,Friday,false,false
2027-05-15,2027,5,May,15,7,Saturday,true,false
2027-06-17,2027,6,June,17,5,Thursday,false,false
2027-11-08,2027,11,November,8,2,Monday,false,false
2027-11-21,2027,11,November,21,1,Sunday,true,false
2027-12-25,2027,12,December,25,7,Saturday,true,true
2027-12-31,2027,12,December,31,6,Friday,false,false
2028-01-26,2028,1,January,26,4,Wednesday,false,false
2028-04-10,2028,4,April,10,2,Monday,false,false
2028-04-12,2028,4,April,12,4,Wednesday,false,false
2028-04-13,2028,4,April,13,5,Thursday,false,false
2028-04-14,2028,4,April,14,6,Friday,false,false
2028-06-18,2028,6,June,18,1,Sunday,true,false
2028-07-08,2028,7,July,8,7,Saturday,true,false
2028-08-25,2028,8,August,25,6,Friday,false,false
2028-10-27,2028,10,October,27,6,Friday,false,false
2028-12-15,2028,12,December,15,6,Friday,false,false
2029-02-24,2029,2,February,24,7,Saturday,true,false
2029-03-07,2029,3,March,7,4,Wednesday,false,false
2029-05-11,2029,5,May,11,6,Friday,false,false
2029-05-24,2029,5,May,24,5,Thursday,false,false
2029-06-02,2029,6,June,2,7,Saturday,true,false
2029-09-04,2029,9,September,4,3,Tuesday,false,false
2029-09-14,2029,9,September,14,6,Friday,false,false
2029-09-22,2029,9,September,22,7,Saturday,true,false
2030-05-13,2030,5,May,13,2,Monday,false,false
2030-09-29,2030,9,September,29,1,Sunday,true,false
2030-10-19,2030,10,October,19,7,Saturday,true,false
2030-10-29,2030,10,October,29,3,Tuesday,false,false
2030-11-08,2030,11,November,8,6,Friday,false,false
2010-01-06,2010,1,January,6,4,Wednesday,false,false
2010-01-14,2010,1,January,14,5,Thursday,false,false
2010-02-06,2010,2,February,6,7,Saturday,true,false
2010-04-16,2010,4,April,16,6,Friday,false,false
2010-04-22,2010,4,April,22,5,Thursday,false,false
2010-08-20,2010,8,August,20,6,Friday,false,false
2010-09-02,2010,9,September,2,5,Thursday,false,false
2010-10-20,2010,10,October,20,4,Wednesday,false,false
2010-11-18,2010,11,November,18,5,Thursday,false,false
2010-12-11,2010,12,December,11,7,Saturday,true,false
2010-12-25,2010,12,December,25,7,Saturday,true,true
2011-01-20,2011,1,January,20,5,Thursday,false,false
2011-02-21,2011,2,February,21,2,Monday,false,false
2011-06-08,2011,6,June,8,4,Wednesday,false,false
2011-08-18,2011,8,August,18,5,Thursday,false,false
2011-09-15,2011,9,September,15,5,Thursday,false,false
2011-09-18,2011,9,September,18,1,Sunday,true,false
2011-09-26,2011,9,September,26,2,Monday,false,false
2011-11-11,2011,11,November,11,6,Friday,false,false
2012-04-13,2012,4,April,13,6,Friday,false,false
2012-06-25,2012,6,June,25,2,Monday,false,false
2012-08-07,2012,8,August,7,3,Tuesday,false,false
2012-08-10,2012,8,August,10,6,Friday,false,false
2012-12-24,2012,12,December,24,2,Monday,false,false
2013-02-08,2013,2,February,8,6,Friday,false,false
2013-02-22,2013,2,February,22,6,Friday,false,false
2013-05-13,2013,5,May,13,2,Monday,false,false
2013-07-10,2013,7,July,10,4,Wednesday,false,false
2013-07-14,2013,7,July,14,1,Sunday,true,false
2013-08-22,2013,8,August,22,5,Thursday,false,false
2013-09-03,2013,9,September,3,3,Tuesday,false,false
2014-01-20,2014,1,January,20,2,Monday,false,false
2014-01-26,2014,1,January,26,1,Sunday,true,false
2014-05-02,2014,5,May,2,6,Friday,false,false
2014-07-23,2014,7,July,23,4,Wednesday,false,false
2014-08-03,2014,8,August,3,1,Sunday,true,false
2014-08-24,2014,8,August,24,1,Sunday,true,false
2014-09-12,2014,9,September,12,6,Friday,false,false
2014-10-10,2014,10,October,10,6,Friday,false,false
2014-10-23,2014,10,October,23,5,Thursday,false,false
2015-01-25,2015,1,January,25,1,Sunday,true,false
2015-07-04,2015,7,July,4,7,Saturday,true,false
2015-08-18,2015,8,August,18,3,Tuesday,false,false
2015-10-14,2015,10,October,14,4,Wednesday,false,false
2016-01-01,2016,1,January,1,6,Friday,false,true
2016-01-19,2016,1,January,19,3,Tuesday,false,false
2016-03-17,2016,3,March,17,5,Thursday,false,false
2016-04-24,2016,4,April,24,1,Sunday,true,false
2016-05-04,2016,5,May,4,4,Wednesday,false,false
2016-06-18,2016,6,June,18,7,Saturday,true,false
2016-08-17,2016,8,August,17,4,Wednesday,false,false
2016-12-01,2016,12,December,1,5,Thursday,false,false
2017-02-15,2017,2,February,15,4,Wednesday,false,false
2017-02-25,2017,2,February,25,7,Saturday,true,false
2017-03-09,2017,3,March,9,5,Thursday,false,false
2017-04-13,2017,4,April,13,5,Thursday,false,false
2017-05-10,2017,5,May,10,4,Wednesday,false,false
2017-06-29,2017,6,June,29,5,Thursday,false,false
2017-12-12,2017,12,December,12,3,Tuesday,false,false
2018-01-02,2018,1,January,2,3,Tuesday,false,false
2018-01-20,2018,1,January,20,7,Saturday,true,false
2018-03-25,2018,3,March,25,1,Sunday,true,false
2018-04-01,2018,4,April,1,1,Sunday,true,false
2018-09-23,2018,9,September,23,1,Sunday,true,false
2018-10-29,2018,10,October,29,2,Monday,false,false
2018-12-26,2018,12,December,26,4,Wednesday,false,false
2019-01-05,2019,1,January,5,7,Saturday,true,false
2019-07-07,2019,7,July,7,1,Sunday,true,false
2019-07-25,2019,7,July,25,5,Thursday,false,false
2019-09-04,2019,9,September,4,4,Wednesday,false,false
2019-11-23,2019,11,November,23,7,Saturday,true,false
2019-11-27,2019,11,November,27,4,Wednesday,false,false
2020-02-18,2020,2,February,18,3,Tuesday,false,false
2020-05-04,2020,5,May,4,2,Monday,false,false
2020-07-18,2020,7,July,18,7,Saturday,true,false
2020-08-05,2020,8,August,5,4,Wednesday,false,false
2020-08-31,2020,8,August,31,2,Monday,false,false
2020-12-29,2020,12,December,29,3,Tuesday,false,false
2021-02-09,2021,2,February,9,3,Tuesday,false,false
2021-02-17,2021,2,February,17,4,Wednesday,false,false
2021-02-22,2021,2,February,22,2,Monday,false,false
2021-02-26,2021,2,February,26,6,Friday,false,false
2021-03-12,2021,3,March,12,6,Friday,false,false
2021-05-03,2021,5,May,3,2,Monday,false,false
2021-07-19,2021,7,July,19,2,Monday,false,false
2021-08-10,2021,8,August,10,3,Tuesday,false,false
2021-12-30,2021,12,December,30,5,Thursday,false,false
2022-03-15,2022,3,March,15,3,Tuesday,false,false
2022-04-23,2022,4,April,23,7,Saturday,true,false
2022-05-17,2022,5,May,17,3,Tuesday,false,false
2022-06-24,2022,6,June,24,6,Friday,false,false
2022-07-05,2022,7,July,5,3,Tuesday,false,false
2022-08-29,2022,8,August,29,2,Monday,false,false
2022-10-11,2022,10,October,11,3,Tuesday,false,false
2022-10-19,2022,10,October,19,4,Wednesday,false,false
2022-10-21,2022,10,October,21,6,Friday,false,false
2022-10-26,2022,10,October,26,4,Wednesday,false,false
2023-04-01,2023,4,April,1,7,Saturday,true,false
2023-08-02,2023,8,August,2,4,Wednesday,false,false
2023-11-27,2023,11,November,27,2,Monday,false,false
2024-02-25,2024,2,February,25,1,Sunday,true,false
2024-04-11,2024,4,April,11,5,Thursday,false,false
2024-05-31,2024,5,May,31,6,Friday,false,false
2024-06-28,2024,6,June,28,6,Friday,false,false
2024-07-05,2024,7,July,5,6,Friday,false,false
2024-07-17,2024,7,July,17,4,Wednesday,false,false
2024-08-21,2024,8,August,21,4,Wednesday,false,false
2024-10-04,2024,10,October,4,6,Friday,false,false
2024-11-05,2024,11,November,5,3,Tuesday,false,false
2025-01-26,2025,1,January,26,1,Sunday,true,false
2025-02-11,2025,2,February,11,3,Tuesday,false,false
2025-05-07,2025,5,May,7,4,Wednesday,false,false
2025-07-12,2025,7,July,12,7,Saturday,true,false
2025-12-11,2025,12,December,11,5,Thursday,false,false
2025-12-12,2025,12,December,12,6,Friday,false,false
2026-01-13,2026,1,January,13,3,Tuesday,false,false
2026-03-28,2026,3,March,28,7,Saturday,true,false
2026-09-13,2026,9,September,13,1,Sunday,true,false
2026-11-03,2026,11,November,3,3,Tuesday,false,false
2026-11-20,2026,11,November,20,6,Friday,false,false
2027-01-21,2027,1,January,21,5,Thursday,false,false
2027-02-25,2027,2,February,25,5,Thursday,false,false
2027-07-09,2027,7,July,9,6,Friday,false,false
2027-07-16,2027,7,July,16,6,Friday,false,false
2027-09-02,2027,9,September,2,5,Thursday,false,false
2027-10-04,2027,10,October,4,2,Monday,false,false
2027-11-16,2027,11,November,16,3,Tuesday,false,false
2027-12-11,2027,12,December,11,7,Saturday,true,false
2028-01-21,2028,1,January,21,6,Friday,false,false
2028-02-02,2028,2,February,2,4,Wednesday,false,false
2028-02-11,2028,2,February,11,6,Friday,false,false
2028-03-01,2028,3,March,1,4,Wednesday,false,false
2028-03-06,2028,3,March,6,2,Monday,false,false
2028-05-28,2028,5,May,28,1,Sunday,true,false
2028-06-09,2028,6,June,9,6,Friday,false,false
2028-06-20,2028,6,June,20,3,Tuesday,false,false
2028-07-31,2028,7,July,31,2,Monday,false,false
2028-08-23,2028,8,August,23,4,Wednesday,false,false
2028-11-18,2028,11,November,18,7,Saturday,true,false
2029-03-03,2029,3,March,3,7,Saturday,true,false
2029-03-04,2029,3,March,4,1,Sunday,true,false
2029-04-20,2029,4,April,20,6,Friday,false,false
2029-06-04,2029,6,June,4,2,Monday,false,false
2029-07-20,2029,7,July,20,6,Friday,false,false
2030-02-07,2030,2,February,7,5,Thursday,false,false
2030-03-16,2030,3,March,16,7,Saturday,true,false
2030-03-31,2030,3,March,31,1,Sunday,true,false
2030-04-21,2030,4,April,21,1,Sunday,true,false
2030-05-22,2030,5,May,22,4,Wednesday,false,false
2030-08-04,2030,8,August,4,1,Sunday,true,false
2030-08-15,2030,8,August,15,5,Thursday,false,false
2030-09-25,2030,9,September,25,4,Wednesday,false,false
2010-01-22,2010,1,January,22,6,Friday,false,false
2010-04-21,2010,4,April,21,4,Wednesday,false,false
2010-04-27,2010,4,April,27,3,Tuesday,false,false
2010-06-07,2010,6,June,7,2,Monday,false,false
2010-07-02,2010,7,July,2,6,Friday,false,false
2010-07-06,2010,7,July,6,3,Tuesday,false,false
2010-07-30,2010,7,July,30,6,Friday,false,false
2010-08-26,2010,8,August,26,5,Thursday,false,false
2010-10-02,2010,10,October,2,7,Saturday,true,false
2010-10-04,2010,10,October,4,2,Monday,false,false
2010-10-18,2010,10,October,18,2,Monday,false,false
2010-11-16,2010,11,November,16,3,Tuesday,false,false
2011-03-31,2011,3,March,31,5,Thursday,false,false
2011-07-20,2011,7,July,20,4,Wednesday,false,false
2011-09-20,2011,9,September,20,3,Tuesday,false,false
2011-09-23,2011,9,September,23,6,Friday,false,false
2011-10-15,2011,10,October,15,7,Saturday,true,false
2011-10-26,2011,10,October,26,4,Wednesday,false,false
2011-11-15,2011,11,November,15,3,Tuesday,false,false
2012-01-11,2012,1,January,11,4,Wednesday,false,false
2012-02-06,2012,2,February,6,2,Monday,false,false
2012-05-07,2012,5,May,7,2,Monday,false,false
2012-05-16,2012,5,May,16,4,Wednesday,false,false
2012-07-03,2012,7,July,3,3,Tuesday,false,false
2012-11-07,2012,11,November,7,4,Wednesday,false,false
2013-02-03,2013,2,February,3,1,Sunday,true,false
2013-03-01,2013,3,March,1,6,Friday,false,false
2013-04-10,2013,4,April,10,4,Wednesday,false,false
2013-09-12,2013,9,September,12,5,Thursday,false,false
2014-01-01,2014,1,January,1,4,Wednesday,false,true
2014-07-02,2014,7,July,2,4,Wednesday,false,false
