SK_LISTING,SK_HOST,NM_BAIRRO,NR_LATITUDE,NR_LONGITUDE,DS_TIPO_QUARTO,VLR_DIARIA_BRL,QTD_MIN_NOITES,QTD_TOTAL_AVALIACOES,QTD_DIAS_DISPONIVEIS,SAMPLE_ORIGIN,categoria_vibe,tipo_vista,ponto_forte,principal_caracteristica
3112310,149407,São Conrado,-22.99924,-43.27303,Entire home/apt,8500.0,1,24,365,RELATED_TO_REVIEW,Luxo,Natureza,Espaço e conforto,Mansão
3136464,15925374,Barra da Tijuca,-23.0056828,-43.3299375,Entire home/apt,276.0,2,33,248,RELATED_TO_REVIEW,Econômico,Sem Vista,Piscina no condomínio,Condomínio
3154366,500892,Copacabana,-22.96884,-43.1812,Entire home/apt,279.0,3,53,75,RELATED_TO_REVIEW,Luxo,Mar,Localização Privilegiada Praia,Estúdio
3462690,3549189,Ipanema,-22.98792,-43.193,Entire home/apt,437.0,2,453,247,RELATED_TO_REVIEW,Luxo,Urbana,Localização privilegiada praia,Exclusividade
3512791,5584753,Flamengo,-22.93498,-43.17501,Entire home/apt,112.0,3,88,34,RELATED_TO_REVIEW,Padrão,Sem Vista,Conexão Local Tranquila,Residência
3533170,14417792,Leblon,-22.985769,-43.224655,Entire home/apt,705.0,2,40,238,RELATED_TO_REVIEW,Luxo,Urbana,Localização privilegiada Leblon,Localização
4314382,22397127,Ipanema,-22.98555,-43.20136,Private room,95.0,7,167,149,RELATED_TO_REVIEW,Padrão,Urbana,Quarto grande espaçoso,Espaço
4354095,18151909,Santa Teresa,-22.92198,-43.18664,Entire home/apt,356.0,3,217,70,RELATED_TO_REVIEW,Luxo,Natureza,Piscina jardim privado,Bungalow
4387531,293254659,Copacabana,-22.96514,-43.17448,Entire home/apt,1075.0,1,164,278,RELATED_TO_REVIEW,Luxo,Mar,Vista Panorâmica Mar,Vista
4455820,2444956,Vidigal,-22.99078,-43.23341,Entire home/apt,252.0,2,593,176,RELATED_TO_REVIEW,Luxo,Mar,Frente para mar,Praia
3162011,16040532,Copacabana,-22.98501,-43.19147,Entire home/apt,289.0,5,139,51,RELATED_TO_REVIEW,Moderno,Mar,Localização privilegiada Arpoador,Studio
3167773,14964711,Leblon,-22.98337,-43.22241,Entire home/apt,354.0,10,51,85,RELATED_TO_REVIEW,Moderno,Urbana,WiFi para trabalho,Design
3735424,10122044,Ipanema,-22.98146,-43.21029,Entire home/apt,440.0,3,157,99,RELATED_TO_REVIEW,Luxo,Urbana,Localização nobre exclusiva,Prestígio
3880347,20059424,Copacabana,-22.96824,-43.18881,Entire home/apt,276.0,2,239,209,RELATED_TO_REVIEW,Padrão,Mar,Bright view flat,Apartamento
3919056,10288605,Copacabana,-22.975709915161133,-43.19119644165039,Entire home/apt,293.0,2,75,192,RELATED_TO_REVIEW,Luxo,Urbana,Vista incrível urbana,Localização
3921691,3321901,Leme,-22.96438,-43.17152,Entire home/apt,920.0,3,197,146,RELATED_TO_REVIEW,Luxo,Mar,Detalhes bem cuidados,Exclusividade
4000148,9270905,Ipanema,-22.98681,-43.199,Entire home/apt,349.0,1,39,351,RELATED_TO_REVIEW,Padrão,Sem Vista,Localização em Ipanema,Praticidade
4024384,10796926,Santa Teresa,-22.91854,-43.18131,Entire home/apt,234.0,1,156,203,RELATED_TO_REVIEW,Luxo,Sem Vista,Loft com terraço,Loft
4067282,21091053,Ipanema,-22.98576,-43.19857,Entire home/apt,924.0,3,325,225,RELATED_TO_REVIEW,Luxo,Mar,Localização Praia Nobre,Exclusividade
4124661,17647213,Copacabana,-22.9686,-43.18234,Entire home/apt,1853.0,5,14,252,RELATED_TO_REVIEW,Padrão,Sem Vista,Próximo à praia,Espaçoso
4497142,4284876,Copacabana,-22.97963,-43.18951,Entire home/apt,257.0,6,64,111,RELATED_TO_REVIEW,Romântico,Urbana,Ideal para casal,Aconchegante
4580561,16346613,Glória,-22.91773,-43.17711,Entire home/apt,232.0,2,132,354,RELATED_TO_REVIEW,Econômico,Urbana,Conforto e praticidade,Aconchego
4618680,23925443,Flamengo,-22.93269,-43.17496,Entire home/apt,240.0,3,188,127,RELATED_TO_REVIEW,Padrão,Sem Vista,Beleza e Conforto,Apartamento
4705601,16545585,Copacabana,-22.97558,-43.18884,Entire home/apt,930.0,4,19,168,RELATED_TO_REVIEW,Padrão,Mar,Varanda com vista,Varanda
5213429,26215552,Ipanema,-22.98434578447408,-43.19962961928292,Entire home/apt,1134.0,1,33,344,RELATED_TO_REVIEW,Luxo,Urbana,Espaço e conforto,Garagem
4178518,6187963,Ipanema,-22.98194,-43.2052,Entire home/apt,333.0,3,136,71,RELATED_TO_REVIEW,Luxo,Urbana,Entrada Sem Contato,Penthouse
4244093,22022407,Copacabana,-22.96847,-43.1863,Entire home/apt,185.0,3,260,134,RELATED_TO_REVIEW,Moderno,Urbana,Espaço Criativo Único,Atelier
4295030,22296412,Copacabana,-22.97664,-43.19247,Entire home/apt,210.0,14,213,182,RELATED_TO_REVIEW,Econômico,Urbana,Proximidade com praia,Localização
4824307,792218,Ipanema,-22.98356,-43.19806,Entire home/apt,591.0,3,77,330,RELATED_TO_REVIEW,Luxo,Urbana,Melhor de Ipanema,garagem
4830589,24867609,Barra da Tijuca,-23.01047,-43.36486,Entire home/apt,388.0,3,32,255,RELATED_TO_REVIEW,Padrão,Urbana,Localização na Barra,Apartamento
4891376,25130130,Leblon,-22.98422,-43.22403,Entire home/apt,1000.0,2,171,74,RELATED_TO_REVIEW,Padrão,Urbana,Localização privilegiada Leblon,Conforto
4899215,25216603,Copacabana,-22.964636219787987,-43.17402304749883,Entire home/apt,224.0,3,119,300,RELATED_TO_REVIEW,Econômico,Urbana,Localização em Copacabana,Studio
4947124,24008123,Copacabana,-22.96868,-43.18444,Entire home/apt,286.0,3,280,82,RELATED_TO_REVIEW,Econômico,Urbana,Localização central estratégica,Praticidade
4976652,25310243,Copacabana,-22.96991,-43.18802,Entire home/apt,212.0,3,243,145,RELATED_TO_REVIEW,Econômico,Mar,Localização perto praia,Studio
4991490,10383312,Leblon,-22.98275,-43.22428,Entire home/apt,383.0,3,232,75,RELATED_TO_REVIEW,Luxo,Urbana,Localização privilegiada,ApartHotel
5010911,153721,Copacabana,-22.96369,-43.17392,Entire home/apt,1040.0,1,66,28,RELATED_TO_REVIEW,Luxo,Urbana,Próximo à praia,Espaçosa
5027530,25947504,Copacabana,-22.96448,-43.17589,Entire home/apt,100.0,5,13,193,RELATED_TO_REVIEW,Econômico,Sem Vista,Próximo à praia,Aconchegante
5055579,26103486,Lagoa,-22.969732,-43.205776,Entire home/apt,289.0,1,213,56,RELATED_TO_REVIEW,Luxo,Natureza,vista deslumbrante lagoa,vista
5255723,10796926,Santa Teresa,-22.91873,-43.18178,Entire home/apt,245.0,1,147,188,RELATED_TO_REVIEW,Familiar,Sem Vista,Três quartos amplos,Apartamento
5285438,27365057,Copacabana,-22.98624,-43.1891,Entire home/apt,194.0,3,178,259,RELATED_TO_REVIEW,Luxo,Mar,Próximo à praia,Localização
5402875,3447596,Santa Teresa,-22.93561,-43.19991,Entire home/apt,744.0,1,512,283,RELATED_TO_REVIEW,Luxo | Moderno,Urbana,Vista icônica privilegiada,Loft
5439975,28217959,Copacabana,-22.98414,-43.19164,Entire home/apt,1431.0,4,14,361,RELATED_TO_REVIEW,Luxo,Mar,Localização entre praia,Exclusividade
5494517,28492577,Copacabana,-22.97544,-43.1898,Entire home/apt,195.0,4,119,59,RELATED_TO_REVIEW,Econômico,Mar,Próximo à praia,Apartamento
5503931,836828,Ipanema,-22.981258,-43.200554,Entire home/apt,409.0,4,193,206,RELATED_TO_REVIEW,Econômico,Urbana,Localização central tranquila,Tranquilidade
5616158,13635061,Ipanema,-22.98599,-43.19451,Entire home/apt,2224.0,90,91,358,RELATED_TO_REVIEW,Luxo,Sem Vista,Quartos espaçosos muitos,Flat
5684986,29475411,Barra da Tijuca,-23.00527,-43.34176,Entire home/apt,328.0,1,164,216,RELATED_TO_REVIEW,Padrão,Sem Vista,Acomoda até quatro,Flat
5757334,10548523,Santa Teresa,-22.9153,-43.18261,Private room,139.0,3,118,269,RELATED_TO_REVIEW,Familiar,Urbana,Casa colonial charmosa,Colonial
5777808,23218244,Santa Teresa,-22.92366,-43.18795,Entire home/apt,1310.0,1,33,167,RELATED_TO_REVIEW,Luxo,Urbana,Charme Histórico Sofisticado,Vintage
5794726,30062527,Copacabana,-22.97533,-43.19171,Entire home/apt,400.0,4,24,219,RELATED_TO_REVIEW,Padrão,Mar,Localização privilegiada praia,Apartamento
5874459,30504885,Barra da Tijuca,-23.01013,-43.35923,Entire home/apt,462.0,2,193,243,RELATED_TO_REVIEW,Luxo,Mar,Vista panorâmica múltipla,Penthouse
5056696,23218244,Santa Teresa,-22.92366,-43.18795,Private room,240.0,1,238,118,RELATED_TO_REVIEW,Luxo | Romântico,Urbana | Natureza,Charme histórico local,Suíte
5077628,26221547,Copacabana,-22.98516,-43.19295,Entire home/apt,223.0,3,35,229,RELATED_TO_REVIEW,Romântico,Urbana,Localização privilegiada Ipanema,Charmoso
5088701,20370177,Leme,-22.9622,-43.17006,Entire home/apt,270.0,5,16,238,RELATED_TO_REVIEW,Luxo,Mar,Vista deslumbrante mar,Apartamento
5112148,15024916,Leme,-22.96305,-43.17045,Entire home/apt,270.0,2,352,159,RELATED_TO_REVIEW,Luxo,Mar,Ampla área externa,Penthouse
5115403,11148144,Joá,-23.01054,-43.29505,Entire home/apt,355.0,2,77,80,RELATED_TO_REVIEW,Luxo,Mar | Natureza,Mar Montanha Mata,Studio
5144873,503995,Ipanema,-22.9828,-43.20467,Entire home/apt,213.0,1,315,335,RELATED_TO_REVIEW,Econômico,Urbana,Localização em Ipanema,Studio
5145685,26603603,Leblon,-22.98235,-43.21823,Entire home/apt,285.0,3,94,328,RELATED_TO_REVIEW,Padrão,Sem Vista,Áreas bem cuidadas,Conveniência
6064724,31479007,Copacabana,-22.9828,-43.18997,Entire home/apt,183.0,4,160,277,RELATED_TO_REVIEW,Econômico,Mar,Próximo à praia,Studio
6128209,6355551,Centro,-22.91077,-43.18532,Entire home/apt,131.0,2,186,162,RELATED_TO_REVIEW,Moderno,Urbana,Localização cultural privilegiada,Loft
6325356,30669035,Leme,-22.96457,-43.17252,Entire home/apt,220.0,4,8,0,RELATED_TO_REVIEW,Luxo,Mar,Vista total praia,Apartamento
7220985,31314269,Ipanema,-22.98696,-43.19603,Entire home/apt,290.0,1,333,275,RELATED_TO_REVIEW,Luxo,Mar,Vista para mar,Residência
7240684,23342524,Ipanema,-22.98164,-43.21382,Entire home/apt,750.0,3,291,292,RELATED_TO_REVIEW,Luxo,Mar,Localização privilegiada,Apartamento
7285108,38149291,Ipanema,-22.98219,-43.20013,Entire home/apt,540.0,3,170,40,RELATED_TO_REVIEW,Luxo | Moderno,Mar,Vista espetacular mar,Flat
7342274,13580277,Copacabana,-22.98174,-43.19002,Entire home/apt,631.0,3,104,65,RELATED_TO_REVIEW,Luxo,Mar,Varanda com vista,Apartamento
7578378,16458468,Botafogo,-22.95263,-43.18317,Entire home/apt,366.0,80,110,352,RELATED_TO_REVIEW,Econômico | Moderno,Urbana,Estilo artístico diferenciado,Studio
7583220,24865795,Copacabana,-22.978209086749487,-43.18983770644493,Private room,204.0,3,46,36,RELATED_TO_REVIEW,Econômico,Mar,Quarto privado praia,Localização
7601163,2989144,Ipanema,-22.98768,-43.19394,Entire home/apt,526.0,10,176,292,RELATED_TO_REVIEW,Econômico,Mar,Perto da Praia,Silencioso
7608916,9631559,Copacabana,-22.97842,-43.18986,Entire home/apt,333.0,4,173,108,RELATED_TO_REVIEW,Familiar,Urbana,Localização em Copacabana,Apartamento
7770078,38561318,Ipanema,-22.98004,-43.20111,Private room,200.0,2,292,44,RELATED_TO_REVIEW,Romântico,Urbana,Localização em Ipanema,Suíte
6453494,33701230,Copacabana,-22.97737,-43.19385,Entire home/apt,373.0,4,201,18,RELATED_TO_REVIEW,Familiar | Padrão,Urbana,Localização próximo metrô,Praticidade
6466298,13127599,Copacabana,-22.96158,-43.17495,Entire home/apt,238.0,2,126,210,RELATED_TO_REVIEW,Econômico,Mar,Próximo praia Copacabana,Studio
6613696,34611028,Gávea,-22.97495,-43.22742,Entire home/apt,1020.0,3,13,337,RELATED_TO_REVIEW,Romântico,Urbana,Charme e aconchego,Apartamento
6835820,35376374,Copacabana,-22.97532,-43.18885,Entire home/apt,270.0,2,145,334,RELATED_TO_REVIEW,Econômico | Moderno,Urbana,Localização em Copacabana,Studio
6843088,35858223,Copacabana,-22.978174209594727,-43.189239501953125,Entire home/apt,450.0,2,213,290,RELATED_TO_REVIEW,Luxo,Mar,Frente para praia,Localização
6901513,36166628,Copacabana,-22.97313,-43.18721,Entire home/apt,305.0,2,496,70,RELATED_TO_REVIEW,Econômico,Sem Vista,Próximo à praia,Conforto
7873549,41048062,Copacabana,-22.973484759069407,-43.19129922769808,Entire home/apt,217.0,3,97,131,RELATED_TO_REVIEW,Econômico,Urbana,Próximo ao metrô,Conveniência
7909738,41627862,Copacabana,-22.98399,-43.19203,Entire home/apt,450.0,4,266,267,RELATED_TO_REVIEW,Padrão,Urbana,Localização central privilegiada,Apartamento
7920552,11236899,Gávea,-22.97723,-43.22777,Private room,300.0,2,67,353,RELATED_TO_REVIEW,Luxo,Urbana,Localização privilegiada praia,Suíte
7995967,1982737,Leblon,-22.98539,-43.22251,Private room,300.0,1,153,221,RELATED_TO_REVIEW,Luxo,Mar,Próximo à praia,Flat
8001426,42239586,Flamengo,-22.9379548,-43.1763772,Private room,150.0,2,60,356,RELATED_TO_REVIEW,Econômico,Urbana,Localização próxima metro,Praticidade
8045391,10507162,Copacabana,-22.98633,-43.18972,Entire home/apt,317.0,4,36,19,RELATED_TO_REVIEW,Econômico,Urbana,Studio Compacto Econômico,Studio
8096290,8976372,Botafogo,-22.95321,-43.18343,Entire home/apt,180.0,15,96,259,RELATED_TO_REVIEW,Padrão,Urbana,Vista Cristo Redentor,Localização
8716271,15646397,Leblon,-22.98169,-43.22397,Entire home/apt,654.0,5,53,98,RELATED_TO_REVIEW,Luxo,Urbana,Localização privilegiada Leblon,Cobertura
8759956,45937819,Tijuca,-22.93207,-43.24157,Private room,302.0,2,29,331,RELATED_TO_REVIEW,Padrão,Urbana,Próximo ao metrô,Vintage
8781522,45269832,Copacabana,-22.97814,-43.19019,Entire home/apt,298.0,3,27,311,RELATED_TO_REVIEW,Luxo,Mar,Localização frente mar,Exclusividade
8816092,24839656,Copacabana,-22.96992,-43.19134,Entire home/apt,659.0,2,193,55,RELATED_TO_REVIEW,Luxo,Mar,Silêncio e verde,Privê
8904127,46575037,Copacabana,-22.98148,-43.19265,Entire home/apt,300.0,5,22,353,RELATED_TO_REVIEW,Econômico,Sem Vista,Ótima localização central,Localização
9025011,47114278,Glória,-22.92170524597168,-43.17794799804688,Entire home/apt,234.0,3,138,79,RELATED_TO_REVIEW,Moderno,Urbana,Recém reformado metrô,Conforto
9064452,14044951,São Conrado,-22.99075,-43.25879,Private room,110.0,1,10,365,RELATED_TO_REVIEW,Familiar,Urbana,Localização central privilegiada,Aconchego
9642367,49860452,Ipanema,-22.98116683959961,-43.2000846862793,Entire home/apt,648.0,3,202,183,RELATED_TO_REVIEW,Familiar,Urbana,Silêncio e conforto,Tranquilidade
8302345,43774261,Leblon,-22.98444,-43.22774,Entire home/apt,586.0,2,201,278,RELATED_TO_REVIEW,Luxo,Mar,Proximidade praia Leblon,Apart Hotel
8322142,43866799,Flamengo,-22.9375,-43.1764,Entire home/apt,850.0,2,60,165,RELATED_TO_REVIEW,Familiar,Sem Vista,Conforto e acolhimento,Aconchego
8335829,4255118,Copacabana,-22.98515,-43.18914,Entire home/apt,2926.0,3,72,80,RELATED_TO_REVIEW,Luxo,Mar,Vista privilegiada mar,Penthouse
8370836,33603644,Copacabana,-22.98394,-43.19388,Entire home/apt,218.0,2,167,245,RELATED_TO_REVIEW,Familiar,Sem Vista,"Bem-vindo, aconchegante, casa",acolhedor
8488307,1558302,Leblon,-22.98323,-43.22163,Entire home/apt,386.0,7,133,14,RELATED_TO_REVIEW,Econômico,Mar,Localização privilegiada praia,Studio
8489194,24766519,Centro,-22.9103,-43.17382,Entire home/apt,162.0,2,97,105,RELATED_TO_REVIEW,Econômico,Urbana,Localização e transporte,Acessibilidade
8499916,27149197,Copacabana,-22.98211,-43.18945,Entire home/apt,518.0,4,232,81,RELATED_TO_REVIEW,Luxo,Mar,Frente ao mar,Sea Front
9672192,11892746,Barra da Tijuca,-23.01047777032385,-43.35870833178148,Entire home/apt,188.0,2,161,209,RELATED_TO_REVIEW,Luxo,Mar,Suíte com vista,Orla
9696990,6080771,Copacabana,-22.9805,-43.1908,Entire home/apt,698.0,2,67,338,RELATED_TO_REVIEW,Familiar,Mar,Espaço e conforto,Amplo
9702336,44036521,Barra da Tijuca,-23.0153,-43.30848,Entire home/apt,455.0,2,95,310,RELATED_TO_REVIEW,Padrão,Mar,Localização na praia,Apartamento
9702863,10122044,Recreio dos Bandeirantes,-23.03047,-43.47532,Entire home/apt,589.0,4,83,78,RELATED_TO_REVIEW,Luxo,Mar,Frente para mar,Pontal
9704463,50109403,Copacabana,-22.97846,-43.1906,Entire home/apt,393.0,3,238,69,RELATED_TO_REVIEW,Luxo,Mar,Frente para mar,Exclusividade
9775007,2163079,São Conrado,-22.99693,-43.27019,Private room,321.0,1,16,117,RELATED_TO_REVIEW,Econômico,Sem Vista,Quarto aconchegante simples,Quarto
9793472,27282645,Copacabana,-22.96376037597656,-43.17512893676758,Entire home/apt,238.0,4,396,10,RELATED_TO_REVIEW,Econômico,Mar,Próximo à praia,Localização
9853331,50141940,Leblon,-22.98135,-43.22085,Entire home/apt,588.0,3,275,171,RELATED_TO_REVIEW,Luxo,Urbana,Localização privilegiada Leblon,apartamento
9934813,51063385,Copacabana,-22.97044,-43.18796,Entire home/apt,376.0,4,127,125,RELATED_TO_REVIEW,Padrão,Sem Vista,Lindo e novo,Apartamento
9949905,402398924,Barra da Tijuca,-23.00249,-43.30749,Entire home/apt,180.0,2,76,365,RELATED_TO_REVIEW,Luxo,Mar,Exclusividade Ilha Gigóia,Iate
9954216,50020036,Leblon,-22.98215,-43.22442,Entire home/apt,347.0,2,214,70,RELATED_TO_REVIEW,Luxo,Urbana,Localização nobre Leblon,Flat
9964602,51205230,Copacabana,-22.96878,-43.18111,Entire home/apt,185.0,4,127,265,RELATED_TO_REVIEW,Padrão,Urbana,Localização em Copacabana,Apartamento
9493577,49194316,Copacabana,-22.9772,-43.18984,Entire home/apt,656.0,3,252,144,RELATED_TO_REVIEW,Econômico,Sem Vista,Próximo à praia,Localização
9583474,16828885,Leblon,-22.9829,-43.22235,Entire home/apt,478.0,3,307,52,RELATED_TO_REVIEW,Luxo,Sem Vista,Localização privilegiada praia,Apartamento
9625523,49787543,Leblon,-22.98331,-43.21699,Entire home/apt,437.0,2,248,151,RELATED_TO_REVIEW,Luxo,Mar,Próximo à praia,Localização
10030512,51227019,Copacabana,-22.97286,-43.18671,Entire home/apt,274.0,2,236,62,RELATED_TO_REVIEW,Econômico,Urbana,Próximo à praia,Localização
9994189,29849369,Ipanema,-22.98531,-43.19627,Entire home/apt,325.0,3,184,139,RELATED_TO_REVIEW,Padrão,Mar,Próximo à praia,Apartamento
10447269,53819334,Copacabana,-22.97887,-43.19091,Entire home/apt,673.0,5,155,26,RELATED_TO_REVIEW,Padrão,Mar,Frente para praia,Localização
10548128,54398007,Barra da Tijuca,-23.01092,-43.36828,Entire home/apt,331.0,2,385,67,RELATED_TO_REVIEW,Luxo,Mar,Vista panorâmica incrível,Vista
10720790,55406034,Copacabana,-22.98336,-43.18966,Entire home/apt,408.0,2,65,317,RELATED_TO_REVIEW,Econômico,Mar,Vista para mar,Studio
10121866,29868718,Centro,-22.91643,-43.18824,Entire home/apt,177.0,6,23,148,RELATED_TO_REVIEW,Luxo,Urbana,Localização área nobre,Studio
10136622,52020611,Barra da Tijuca,-22.99999,-43.32578,Entire home/apt,2125.0,3,77,229,RELATED_TO_REVIEW,Luxo,Sem Vista,Exclusividade e conforto,Mansão
10177444,52259473,Leblon,-22.980736,-43.225098,Entire home/apt,325.0,3,368,8,RELATED_TO_REVIEW,Luxo,Urbana,Localização privilegiada Leblon,Charme
10234880,7238238,Copacabana,-22.96179,-43.17498,Entire home/apt,346.0,3,110,112,RELATED_TO_REVIEW,Luxo,Mar,Serviço completo inclusivo,Hotel
10728663,54309306,Copacabana,-22.97735,-43.19085,Entire home/apt,237.0,2,331,143,RELATED_TO_REVIEW,Econômico,Urbana,Localização em Copa,Studio
10730455,24875639,Copacabana,-22.9657027,-43.1788626,Private room,122.0,1,760,64,RELATED_TO_REVIEW,Econômico,Urbana,Praia e metrô,Custo-benefício
11020104,5634807,Santa Teresa,-22.92554,-43.18804,Entire home/apt,159.0,3,207,298,RELATED_TO_REVIEW,Luxo,Urbana,Vista deslumbrante Santa Teresa,Exclusividade
11020590,36744189,Ipanema,-22.98546,-43.2025,Entire home/apt,370.0,2,352,232,RELATED_TO_REVIEW,Luxo,Urbana,Localização privilegiada,Novo
11068448,8208184,Copacabana,-22.97708,-43.19016,Entire home/apt,269.0,4,211,66,RELATED_TO_REVIEW,Padrão,Mar,Próximo à praia,Localização
10809296,4215606,Barra da Tijuca,-23.00092,-43.38536,Entire home/apt,450.0,7,60,57,RELATED_TO_REVIEW,Familiar,Urbana,Espaço e conforto,Apartamento
10836394,56115615,Ipanema,-22.98012,-43.19939,Entire home/apt,389.0,2,289,72,RELATED_TO_REVIEW,Luxo,Mar,Vista mar deslumbrante,Exclusividade
10858343,56242332,Centro,-22.91331,-43.18274,Entire home/apt,117.0,5,185,8,RELATED_TO_REVIEW,Moderno,Urbana,Design minimalista elegante,Simplicidade
10872696,56328966,Copacabana,-22.97471,-43.19055,Entire home/apt,362.0,2,81,239,RELATED_TO_REVIEW,Luxo,Mar,Vista deslumbrante mar,Localização
10970864,56179426,Barra da Tijuca,-23.01091,-43.32688,Entire home/apt,812.0,2,102,89,RELATED_TO_REVIEW,Familiar,Mar,Localização privilegiada praia,Praia
10982521,56980344,Leblon,-22.98082,-43.22246,Entire home/apt,360.0,5,61,166,RELATED_TO_REVIEW,Econômico,Mar,Próximo praia Leblon,Localização
10983914,6876310,Santa Teresa,-22.92131,-43.18095,Private room,110.0,2,108,210,RELATED_TO_REVIEW,Econômico,Sem Vista,Ótimo para férias,Quarto
10986866,16992056,Recreio dos Bandeirantes,-23.0309,-43.47318,Entire home/apt,372.0,4,94,75,RELATED_TO_REVIEW,Luxo,Mar,Frente ao mar,Cobertura
10988183,10684128,Botafogo,-22.95072,-43.18284,Entire home/apt,117.0,1,446,33,RELATED_TO_REVIEW,Econômico,Urbana,Localização Centralizada,Studio
11247747,58665080,Ipanema,-22.985757805618025,-43.19670297905249,Entire home/apt,1074.0,2,209,145,RELATED_TO_REVIEW,Luxo,Mar,Localização frente praias,Penthouse
11256105,58738550,Copacabana,-22.986730575561523,-43.19035720825195,Entire home/apt,297.0,3,70,40,RELATED_TO_REVIEW,Luxo,Urbana,Localização privilegiada,Localização
11655166,3602571,Jardim Botânico,-22.96465,-43.22558,Entire home/apt,643.0,1,102,356,RELATED_TO_REVIEW,Luxo,Natureza,"Privada, Exclusiva, Verde",Villa
11687248,26161863,Barra da Tijuca,-23.01011,-43.32923,Entire home/apt,485.0,5,205,11,RELATED_TO_REVIEW,Luxo,Mar,Localização frente mar,Beira-mar
11825042,55248222,Santa Teresa,-22.91792,-43.17922,Private room,99.0,2,95,304,RELATED_TO_REVIEW,Econômico,Sem Vista,Cama de casal,Conforto
11843735,54359187,Recreio dos Bandeirantes,-23.02926,-43.47618,Entire home/apt,515.0,3,72,207,RELATED_TO_REVIEW,Luxo,Mar,Frente para mar,Cobertura
11847123,14808936,Copacabana,-22.96146,-43.17585,Entire home/apt,274.0,2,26,143,RELATED_TO_REVIEW,Luxo,Mar,Fogos de Copacabana,Vista
11900219,63474843,Copacabana,-22.97476,-43.19169,Entire home/apt,200.0,4,214,304,RELATED_TO_REVIEW,Padrão,Urbana,Proximidade com praia,Localização
11911914,63552168,Botafogo,-22.95369,-43.18294,Entire home/apt,122.0,1,176,329,RELATED_TO_REVIEW,Luxo,Urbana,Apartamento mobiliado excelente,Conforto
11387611,59716957,Recreio dos Bandeirantes,-23.02227,-43.46188,Entire home/apt,300.0,2,200,141,RELATED_TO_REVIEW,Familiar,Mar,Localização junto praia,Lazer
11429699,60046583,Copacabana,-22.96777,-43.17968,Private room,650.0,2,17,352,RELATED_TO_REVIEW,Familiar,Urbana,Localização em Copacabana,Conforto
11532333,4418553,Copacabana,-22.96265,-43.17459,Entire home/apt,249.0,3,91,80,RELATED_TO_REVIEW,Luxo,Mar,Melhor localização garantida,Exclusividade
12084032,46226066,Copacabana,-22.98253,-43.19535,Entire home/apt,130.0,2,128,9,RELATED_TO_REVIEW,Econômico,Urbana,Localização privilegiada,Praticidade
11948645,20407614,Recreio dos Bandeirantes,-23.02346056691439,-43.49188687486877,Entire home/apt,208.0,1,117,283,RELATED_TO_REVIEW,Familiar,Sem Vista,Segurança para famílias,Segurança
12000688,11739,Copacabana,-22.97129,-43.18667,Entire home/apt,210.0,3,56,17,RELATED_TO_REVIEW,Econômico,Urbana,Localização excelente conforto,Estúdio
12495749,62779805,Jacarepaguá,-22.97018,-43.40651,Entire home/apt,522.0,1,37,365,RELATED_TO_REVIEW,Econômico,Urbana,Localização estratégica jogos,Proximidade
12616098,49609669,Copacabana,-22.96431,-43.1761,Entire home/apt,272.0,2,300,329,RELATED_TO_REVIEW,Luxo,Mar,Exclusividade em Copacabana,Exclusividade
12655739,13456017,Copacabana,-22.97515,-43.19285,Entire home/apt,321.0,2,244,122,RELATED_TO_REVIEW,Econômico,Urbana,Conforto em Copacabana,Conforto
12703406,69053426,Maracanã,-22.91743,-43.23278,Entire home/apt,574.0,3,60,346,RELATED_TO_REVIEW,Econômico,Urbana,Proximidade Estádio Maracanã,Localização
12710354,64056904,Guaratiba,-23.00903,-43.53262,Entire home/apt,532.0,2,123,358,RELATED_TO_REVIEW,Familiar,Natureza,Casa em sítio,Sítio
12093885,28463256,São Cristóvão,-22.90241,-43.22531,Entire home/apt,265.0,2,138,344,RELATED_TO_REVIEW,Familiar,Sem Vista,Área lazer ampla,arejada
12126910,61241580,Copacabana,-22.97125,-43.18746,Entire home/apt,421.0,3,164,268,RELATED_TO_REVIEW,Padrão,Urbana,Localização Central Copacabana,Localização
12169557,65372548,Barra da Tijuca,-22.99604,-43.40298,Entire home/apt,275.0,2,96,299,RELATED_TO_REVIEW,Econômico,Urbana,Próximo eventos olímpicos,Studio
12189489,57059088,Leme,-22.96133,-43.16865,Entire home/apt,199.0,3,106,88,RELATED_TO_REVIEW,Padrão,Mar,Próximo à praia,Apartamento
12210268,65670091,Ipanema,-22.98377,-43.21148,Entire home/apt,446.0,90,1,115,RELATED_TO_REVIEW,Padrão,Urbana,Localização perto praia,Praticidade
12223628,65753155,Barra da Tijuca,-23.01394,-43.30301,Entire home/apt,1858.0,2,72,98,RELATED_TO_REVIEW,Padrão,Urbana,Localização privilegiada Barra,Localização
12290090,65925985,Jacarepaguá,-22.96719,-43.39154,Private room,400.0,1,25,365,RELATED_TO_REVIEW,Econômico,Urbana,Localização próxima importante,Suíte
12307400,32168832,Botafogo,-22.95428,-43.19294,Private room,210.0,1,86,58,RELATED_TO_REVIEW,Econômico,Sem Vista,Cama de casal,Conforto
12331820,20579353,Copacabana,-22.98357,-43.19009,Entire home/apt,1200.0,1,214,271,RELATED_TO_REVIEW,Luxo,Mar,Frente ao mar,Atlântica
