SK_LISTING,SK_HOST,NM_BAIRRO,NR_LATITUDE,NR_LONGITUDE,DS_TIPO_QUARTO,VLR_DIARIA_BRL,QTD_MIN_NOITES,QTD_TOTAL_AVALIACOES,QTD_DIAS_DISPONIVEIS,CAT_VIBE_IA,CAT_TIPO_VISTA,TXT_DESTAQUE_IA,TXT_CARACTERISTICA_IA
4705601,16545585,Copacabana,-22.97558,-43.18884,Casa/Apto inteiro,930.0,4,19,168,Familiar,Mar,Varanda vista mar,Varanda
5213429,26215552,Ipanema,-22.98434578447408,-43.19962961928292,Casa/Apto inteiro,1134.0,1,33,344,Familiar,Urbana,Espaço e garagem,Amplo
4178518,6187963,Ipanema,-22.98194,-43.2052,Casa/Apto inteiro,333.0,3,136,71,Luxo,Urbana,Entrada sem contato,Penthouse
4244093,22022407,Copacabana,-22.96847,-43.1863,Casa/Apto inteiro,185.0,3,260,134,Moderno,Urbana,Espaço para criação,Atelier
4295030,22296412,Copacabana,-22.97664,-43.19247,Casa/Apto inteiro,210.0,14,213,182,Econômico,Urbana,Próximo à praia,Localização
4824307,792218,Ipanema,-22.98356,-43.19806,Casa/Apto inteiro,591.0,3,77,330,Luxo,Urbana,Localização em Ipanema,Conforto
4830589,24867609,Barra da Tijuca,-23.01047,-43.36486,Casa/Apto inteiro,388.0,3,32,255,Padrão,Mar,Localização na Barra,Apartamento
4891376,25130130,Leblon,-22.98422,-43.22403,Casa/Apto inteiro,1000.0,2,171,74,Padrão,Urbana,Localização privilegiada Leblon,Espaçoso
4899215,25216603,Copacabana,-22.964636219787987,-43.17402304749883,Casa/Apto inteiro,224.0,3,119,300,Econômico,Urbana,Localização central estratégica,Studio
4947124,24008123,Copacabana,-22.96868,-43.18444,Casa/Apto inteiro,286.0,3,280,82,Padrão,Urbana,Localização central estratégica,Praticidade
4976652,25310243,Copacabana,-22.96991,-43.18802,Casa/Apto inteiro,212.0,3,243,145,Econômico,Mar,Localização perto praia,Studio
4991490,10383312,Leblon,-22.98275,-43.22428,Casa/Apto inteiro,383.0,3,232,75,Luxo,Urbana,Localização central privilegiada,ApartHotel
5010911,153721,Copacabana,-22.96369,-43.17392,Casa/Apto inteiro,1040.0,1,66,28,Familiar,Sem Vista,Próximo à praia,Espaçosa
5027530,25947504,Copacabana,-22.96448,-43.17589,Casa/Apto inteiro,100.0,5,13,193,Econômico,Sem Vista,Próximo à praia,Conforto
5055579,26103486,Lagoa,-22.969732,-43.205776,Casa/Apto inteiro,289.0,1,213,56,Luxo,Natureza,Vista Deslumbrante Lagoa,Vista
5255723,10796926,Santa Teresa,-22.91873,-43.18178,Casa/Apto inteiro,245.0,1,147,188,Familiar,Sem Vista,Três quartos espaçosos,Apartamento
5285438,27365057,Copacabana,-22.98624,-43.1891,Casa/Apto inteiro,194.0,3,178,259,Econômico,Mar,Proximidade da praia,Localização
5402875,3447596,Santa Teresa,-22.93561,-43.19991,Casa/Apto inteiro,744.0,1,512,283,Luxo,Urbana,Vista Pão Açúcar,Loft
5439975,28217959,Copacabana,-22.98414,-43.19164,Casa/Apto inteiro,1431.0,4,14,361,Luxo,Mar,Localização privilegiada praia,Exclusividade
5494517,28492577,Copacabana,-22.97544,-43.1898,Casa/Apto inteiro,195.0,4,119,59,Econômico,Urbana,Próximo à praia,Cozy
5503931,836828,Ipanema,-22.981258,-43.200554,Casa/Apto inteiro,409.0,4,193,206,Padrão,Urbana,Calmo e Central,Tranquilidade
5616158,13635061,Ipanema,-22.98599,-43.19451,Casa/Apto inteiro,2224.0,90,91,358,Luxo,Urbana,"Amplo, confortável, exclusivo",flat
5684986,29475411,Barra da Tijuca,-23.00527,-43.34176,Casa/Apto inteiro,328.0,1,164,216,Padrão,Sem Vista,Praticidade para 4,Flat
5757334,10548523,Santa Teresa,-22.9153,-43.18261,Quarto privativo,139.0,3,118,269,Padrão,Urbana,Casa colonial histórica,Colonial
5777808,23218244,Santa Teresa,-22.92366,-43.18795,Casa/Apto inteiro,1310.0,1,33,167,Luxo,Urbana,Charme vintage elegante,Villa
5794726,30062527,Copacabana,-22.97533,-43.19171,Casa/Apto inteiro,400.0,4,24,219,Padrão,Mar,Localização frente mar,Vista
5874459,30504885,Barra da Tijuca,-23.01013,-43.35923,Casa/Apto inteiro,462.0,2,193,243,Luxo,Natureza,Vista panorâmica exclusiva,Penthouse
5056696,23218244,Santa Teresa,-22.92366,-43.18795,Quarto privativo,240.0,1,238,118,Luxo,Urbana,Localização histórica charmosa,Suíte
5077628,26221547,Copacabana,-22.98516,-43.19295,Casa/Apto inteiro,223.0,3,35,229,Familiar,Urbana,Conforto e localização,Charmoso
5088701,20370177,Leme,-22.9622,-43.17006,Casa/Apto inteiro,270.0,5,16,238,Padrão,Mar,Localização em Leme,Apartamento
5112148,15024916,Leme,-22.96305,-43.17045,Casa/Apto inteiro,270.0,2,352,159,Luxo,Mar,Ampla área externa,Penthouse
5115403,11148144,Joá,-23.01054,-43.29505,Casa/Apto inteiro,355.0,2,77,80,Luxo,Mar,Mar Montanha Mata,Studio
5144873,503995,Ipanema,-22.9828,-43.20467,Casa/Apto inteiro,213.0,1,315,335,Econômico,Urbana,Localização em Ipanema,Studio
5145685,26603603,Leblon,-22.98235,-43.21823,Casa/Apto inteiro,285.0,3,94,328,Padrão,Sem Vista,Apartamento áreas comuns,funcional
6064724,31479007,Copacabana,-22.9828,-43.18997,Casa/Apto inteiro,183.0,4,160,277,Econômico,Mar,Próximo à praia,Studio
6128209,6355551,Centro,-22.91077,-43.18532,Casa/Apto inteiro,131.0,2,186,162,Moderno,Urbana,Localização cultural privilegiada,Loft
6325356,30669035,Leme,-22.96457,-43.17252,Casa/Apto inteiro,220.0,4,8,0,Luxo,Mar,Vista total praia,Apartamento
7220985,31314269,Ipanema,-22.98696,-43.19603,Casa/Apto inteiro,290.0,1,333,275,Luxo,Mar,Vista deslumbrante oceânica,Residencial
7240684,23342524,Ipanema,-22.98164,-43.21382,Casa/Apto inteiro,750.0,3,291,292,Luxo,Mar,Localização entre natureza,Apartamento
7285108,38149291,Ipanema,-22.98219,-43.20013,Casa/Apto inteiro,540.0,3,170,40,Moderno,Mar,Vista incrível apartamento,Flat
7342274,13580277,Copacabana,-22.98174,-43.19002,Casa/Apto inteiro,631.0,3,104,65,Romântico,Mar,Varanda com vista,Apartamento
7578378,16458468,Botafogo,-22.95263,-43.18317,Casa/Apto inteiro,366.0,80,110,352,Moderno,Urbana,Estilo único criativo,Studio
7583220,24865795,Copacabana,-22.978209086749487,-43.18983770644493,Quarto privativo,204.0,3,46,36,Econômico,Mar,Próximo à praia,Quarto
7601163,2989144,Ipanema,-22.98768,-43.19394,Casa/Apto inteiro,526.0,10,176,292,Econômico,Sem Vista,Próximo à praia,Silencioso
7608916,9631559,Copacabana,-22.97842,-43.18986,Casa/Apto inteiro,333.0,4,173,108,Familiar,Urbana,Localização em Copacabana,Praticidade
7770078,38561318,Ipanema,-22.98004,-43.20111,Quarto privativo,200.0,2,292,44,Romântico,Urbana,Charmosa suíte aconchegante,Suíte
6453494,33701230,Copacabana,-22.97737,-43.19385,Casa/Apto inteiro,373.0,4,201,18,Familiar,Urbana,Próximo ao Metrô,Localização
6466298,13127599,Copacabana,-22.96158,-43.17495,Casa/Apto inteiro,238.0,2,126,210,Econômico,Mar,Próximo à praia,Estúdio
6613696,34611028,Gávea,-22.97495,-43.22742,Casa/Apto inteiro,1020.0,3,13,337,Romântico,Urbana,Ambiente acolhedor charmoso,Charme
6835820,35376374,Copacabana,-22.97532,-43.18885,Casa/Apto inteiro,270.0,2,145,334,Econômico,Urbana,Localização em Copacabana,Studio
6843088,35858223,Copacabana,-22.978174209594727,-43.189239501953125,Casa/Apto inteiro,450.0,2,213,290,Luxo,Mar,Frente à praia,Localização
6901513,36166628,Copacabana,-22.97313,-43.18721,Casa/Apto inteiro,305.0,2,496,70,Econômico,Mar,Próximo à praia,Conforto
7873549,41048062,Copacabana,-22.973484759069407,-43.19129922769808,Casa/Apto inteiro,217.0,3,97,131,Econômico,Urbana,Localização excelente metrô,Flexibilidade
7909738,41627862,Copacabana,-22.98399,-43.19203,Casa/Apto inteiro,450.0,4,266,267,Padrão,Urbana,Localização estratégica central,Apartamento
7920552,11236899,Gávea,-22.97723,-43.22777,Quarto privativo,300.0,2,67,353,Luxo,Urbana,Localização privilegiada praia,Suíte
7995967,1982737,Leblon,-22.98539,-43.22251,Quarto privativo,300.0,1,153,221,Luxo,Mar,Próximo praia Leblon,Flat
8001426,42239586,Flamengo,-22.9379548,-43.1763772,Quarto privativo,150.0,2,60,356,Econômico,Urbana,Próximo ao metrô,Quarto
8045391,10507162,Copacabana,-22.98633,-43.18972,Casa/Apto inteiro,317.0,4,36,19,Econômico,Urbana,Preço acessível prático,Studio
8096290,8976372,Botafogo,-22.95321,-43.18343,Casa/Apto inteiro,180.0,15,96,259,Padrão,Urbana,Vista Cristo Redentor,Localização
8716271,15646397,Leblon,-22.98169,-43.22397,Casa/Apto inteiro,654.0,5,53,98,Luxo,Urbana,Cobertura exclusiva Leblon,Cobertura
8759956,45937819,Tijuca,-22.93207,-43.24157,Quarto privativo,302.0,2,29,331,Padrão,Urbana,Próximo ao metrô,Vintage
8781522,45269832,Copacabana,-22.97814,-43.19019,Casa/Apto inteiro,298.0,3,27,311,Luxo,Mar,Localização à beira-mar,Exclusividade
8816092,24839656,Copacabana,-22.96992,-43.19134,Casa/Apto inteiro,659.0,2,193,55,Luxo,Mar,Silêncio e verde,Privacidade
8904127,46575037,Copacabana,-22.98148,-43.19265,Casa/Apto inteiro,300.0,5,22,353,Padrão,Sem Vista,Ótima localização central,Apartamento
9025011,47114278,Glória,-22.92170524597168,-43.17794799804688,Casa/Apto inteiro,234.0,3,138,79,Moderno,Urbana,Recém reformado metrô,Conforto
9064452,14044951,São Conrado,-22.99075,-43.25879,Quarto privativo,110.0,1,10,365,Familiar,Urbana,Conforto e localização,Aconchego
9642367,49860452,Ipanema,-22.98116683959961,-43.2000846862793,Casa/Apto inteiro,648.0,3,202,183,Padrão,Urbana,Quieto e confortável,Conforto
8302345,43774261,Leblon,-22.98444,-43.22774,Casa/Apto inteiro,586.0,2,201,278,Luxo,Sem Vista,Próximo à praia,Apart Hotel
8322142,43866799,Flamengo,-22.9375,-43.1764,Casa/Apto inteiro,850.0,2,60,165,Familiar,Sem Vista,Conforto e aconchego,acolhedor
8335829,4255118,Copacabana,-22.98515,-43.18914,Casa/Apto inteiro,2926.0,3,72,80,Luxo,Mar,Cobertura em Copacabana,Penthouse
8370836,33603644,Copacabana,-22.98394,-43.19388,Casa/Apto inteiro,218.0,2,167,245,Familiar,Sem Vista,Ambiente acolhedor feliz,Conforto
8488307,1558302,Leblon,-22.98323,-43.22163,Casa/Apto inteiro,386.0,7,133,14,Luxo,Mar,Próximo à praia,Studio
8489194,24766519,Centro,-22.9103,-43.17382,Casa/Apto inteiro,162.0,2,97,105,Econômico,Urbana,Transporte extremamente acessível,Localização
8499916,27149197,Copacabana,-22.98211,-43.18945,Casa/Apto inteiro,518.0,4,232,81,Padrão,Mar,Frente ao mar,SeaFront
9672192,11892746,Barra da Tijuca,-23.01047777032385,-43.35870833178148,Casa/Apto inteiro,188.0,2,161,209,Luxo,Mar,Vista privilegiada mar,Suíte
9696990,6080771,Copacabana,-22.9805,-43.1908,Casa/Apto inteiro,698.0,2,67,338,Familiar,Mar,Espaço e conforto,Amplo
9702336,44036521,Barra da Tijuca,-23.0153,-43.30848,Casa/Apto inteiro,455.0,2,95,310,Luxo,Mar,Frente para praia,Apartamento
9702863,10122044,Recreio dos Bandeirantes,-23.03047,-43.47532,Casa/Apto inteiro,589.0,4,83,78,Luxo,Mar,Frente à praia,Pé-na-areia
9704463,50109403,Copacabana,-22.97846,-43.1906,Casa/Apto inteiro,393.0,3,238,69,Luxo,Mar,Frente total praia,Frontal
9775007,2163079,São Conrado,-22.99693,-43.27019,Quarto privativo,321.0,1,16,117,Econômico,Sem Vista,Quarto simples confortável,Cômodo
9793472,27282645,Copacabana,-22.96376037597656,-43.17512893676758,Casa/Apto inteiro,238.0,4,396,10,Econômico,Urbana,Próximo à praia,Localização
9853331,50141940,Leblon,-22.98135,-43.22085,Casa/Apto inteiro,588.0,3,275,171,Luxo,Urbana,Localização privilegiada Leblon,Apartamento
9934813,51063385,Copacabana,-22.97044,-43.18796,Casa/Apto inteiro,376.0,4,127,125,Padrão,Sem Vista,Lindo e novo,Apartamento
9949905,402398924,Barra da Tijuca,-23.00249,-43.30749,Casa/Apto inteiro,180.0,2,76,365,Luxo,Mar,Exclusividade e tranquilidade,Ilha
9954216,50020036,Leblon,-22.98215,-43.22442,Casa/Apto inteiro,347.0,2,214,70,Luxo,Mar,Localização privilegiada Leblon,Flat
9964602,51205230,Copacabana,-22.96878,-43.18111,Casa/Apto inteiro,185.0,4,127,265,Padrão,Urbana,Localização em Copacabana,Apartamento
9493577,49194316,Copacabana,-22.9772,-43.18984,Casa/Apto inteiro,656.0,3,252,144,Padrão,Sem Vista,Próximo à praia,Localização
9583474,16828885,Leblon,-22.9829,-43.22235,Casa/Apto inteiro,478.0,3,307,52,Luxo,Sem Vista,Localização privilegiada,Apartamento
9625523,49787543,Leblon,-22.98331,-43.21699,Casa/Apto inteiro,437.0,2,248,151,Luxo,Mar,Próximo à praia,Localização
10030512,51227019,Copacabana,-22.97286,-43.18671,Casa/Apto inteiro,274.0,2,236,62,Econômico,Sem Vista,Próximo à praia,Localização
9994189,29849369,Ipanema,-22.98531,-43.19627,Casa/Apto inteiro,325.0,3,184,139,Econômico,Mar,Próximo à praia,Apartamento
10447269,53819334,Copacabana,-22.97887,-43.19091,Casa/Apto inteiro,673.0,5,155,26,Padrão,Mar,Localização frente praia,Localização
10548128,54398007,Barra da Tijuca,-23.01092,-43.36828,Casa/Apto inteiro,331.0,2,385,67,Luxo,Mar,Vista panorâmica incrível,Vista
10720790,55406034,Copacabana,-22.98336,-43.18966,Casa/Apto inteiro,408.0,2,65,317,Econômico,Mar,Vista para mar,Studio
10121866,29868718,Centro,-22.91643,-43.18824,Casa/Apto inteiro,177.0,6,23,148,Luxo,Urbana,Localização área nobre,Studio
10136622,52020611,Barra da Tijuca,-22.99999,-43.32578,Casa/Apto inteiro,2125.0,3,77,229,Luxo,Sem Vista,Espaço para festas,Mansão
10177444,52259473,Leblon,-22.980736,-43.225098,Casa/Apto inteiro,325.0,3,368,8,Luxo,Urbana,Charme e exclusividade,Charme
10234880,7238238,Copacabana,-22.96179,-43.17498,Casa/Apto inteiro,346.0,3,110,112,Luxo,Urbana,Serviço Completo Hotel,Condomínio
10728663,54309306,Copacabana,-22.97735,-43.19085,Casa/Apto inteiro,237.0,2,331,143,Econômico,Urbana,Melhor localização Copacabana,Studio
10730455,24875639,Copacabana,-22.9657027,-43.1788626,Quarto privativo,122.0,1,760,64,Econômico,Urbana,Praia próximo metrô,Localização
11020104,5634807,Santa Teresa,-22.92554,-43.18804,Casa/Apto inteiro,159.0,3,207,298,Luxo,Urbana,Vista deslumbrante Santa Teresa,Exclusividade
11020590,36744189,Ipanema,-22.98546,-43.2025,Casa/Apto inteiro,370.0,2,352,232,Luxo,Urbana,Novo e Exclusivo,Renovado
11068448,8208184,Copacabana,-22.97708,-43.19016,Casa/Apto inteiro,269.0,4,211,66,Econômico,Mar,Próximo à praia,Localização
10809296,4215606,Barra da Tijuca,-23.00092,-43.38536,Casa/Apto inteiro,450.0,7,60,57,Familiar,Mar,Localização em Barra,Apartamento
10836394,56115615,Ipanema,-22.98012,-43.19939,Casa/Apto inteiro,389.0,2,289,72,Luxo,Mar,Vista para mar,Localização
10858343,56242332,Centro,-22.91331,-43.18274,Casa/Apto inteiro,117.0,5,185,8,Moderno,Urbana,Design funcional elegante,Simplicidade
10872696,56328966,Copacabana,-22.97471,-43.19055,Casa/Apto inteiro,362.0,2,81,239,Luxo,Mar,Vista para mar,Apartamento
10970864,56179426,Barra da Tijuca,-23.01091,-43.32688,Casa/Apto inteiro,812.0,2,102,89,Familiar,Mar,Praia e localização,Proximidade
10982521,56980344,Leblon,-22.98082,-43.22246,Casa/Apto inteiro,360.0,5,61,166,Luxo,Mar,Próximo praia Leblon,Localização
10983914,6876310,Santa Teresa,-22.92131,-43.18095,Quarto privativo,110.0,2,108,210,Econômico,Sem Vista,Quarto para férias,Praticidade
10986866,16992056,Recreio dos Bandeirantes,-23.0309,-43.47318,Casa/Apto inteiro,372.0,4,94,75,Luxo,Mar,Frente ao mar,Cobertura
10988183,10684128,Botafogo,-22.95072,-43.18284,Casa/Apto inteiro,117.0,1,446,33,Econômico,Urbana,Localização muito prática,Studio
11247747,58665080,Ipanema,-22.985757805618025,-43.19670297905249,Casa/Apto inteiro,1074.0,2,209,145,Luxo,Mar,Praia icônica vista,Penthouse
11256105,58738550,Copacabana,-22.986730575561523,-43.19035720825195,Casa/Apto inteiro,297.0,3,70,40,Padrão,Urbana,Localização excelente,Localização
11655166,3602571,Jardim Botânico,-22.96465,-43.22558,Casa/Apto inteiro,643.0,1,102,356,Luxo,Natureza,Privacidade e Exclusividade,Villa
11687248,26161863,Barra da Tijuca,-23.01011,-43.32923,Casa/Apto inteiro,485.0,5,205,11,Luxo,Mar,Apartamento Beira Mar,Apartamento
11825042,55248222,Santa Teresa,-22.91792,-43.17922,Quarto privativo,99.0,2,95,304,Econômico,Sem Vista,Cama de casal,Conforto
11843735,54359187,Recreio dos Bandeirantes,-23.02926,-43.47618,Casa/Apto inteiro,515.0,3,72,207,Luxo,Mar,Frente mar exclusiva,Cobertura
11847123,14808936,Copacabana,-22.96146,-43.17585,Casa/Apto inteiro,274.0,2,26,143,Romântico,Mar,Fogos de Copacabana,Vista
11900219,63474843,Copacabana,-22.97476,-43.19169,Casa/Apto inteiro,200.0,4,214,304,Padrão,Urbana,Próximo Praia Copacabana,Localização
11911914,63552168,Botafogo,-22.95369,-43.18294,Casa/Apto inteiro,122.0,1,176,329,Luxo,Urbana,Apartamento mobiliado excelente,furnished
11387611,59716957,Recreio dos Bandeirantes,-23.02227,-43.46188,Casa/Apto inteiro,300.0,2,200,141,Familiar,Mar,Localização perto praia,Praia
11429699,60046583,Copacabana,-22.96777,-43.17968,Quarto privativo,650.0,2,17,352,Padrão,Urbana,Localização privilegiada praia,Conforto
11532333,4418553,Copacabana,-22.96265,-43.17459,Casa/Apto inteiro,249.0,3,91,80,Luxo,Mar,Melhor localização praia,Apartamento
12084032,46226066,Copacabana,-22.98253,-43.19535,Casa/Apto inteiro,130.0,2,128,9,Econômico,Urbana,Localização entre bairros,Praticidade
11948645,20407614,Recreio dos Bandeirantes,-23.02346056691439,-43.49188687486877,Casa/Apto inteiro,208.0,1,117,283,Familiar,Sem Vista,Alta segurança garantida,Segurança
12000688,11739,Copacabana,-22.97129,-43.18667,Casa/Apto inteiro,210.0,3,56,17,Econômico,Urbana,Localização Excelente WiFi,Estúdio
12495749,62779805,Jacarepaguá,-22.97018,-43.40651,Casa/Apto inteiro,522.0,1,37,365,Econômico,Urbana,Próximo Jogos Olímpicos,Localização
12616098,49609669,Copacabana,-22.96431,-43.1761,Casa/Apto inteiro,272.0,2,300,329,Luxo,Urbana,Localização privilegiada,Exclusividade
12655739,13456017,Copacabana,-22.97515,-43.19285,Casa/Apto inteiro,321.0,2,244,122,Moderno,Urbana,Conforto e localização,Conforto
12703406,69053426,Maracanã,-22.91743,-43.23278,Casa/Apto inteiro,574.0,3,60,346,Econômico,Urbana,Proximidade ao estádio,Localização
12710354,64056904,Guaratiba,-23.00903,-43.53262,Casa/Apto inteiro,532.0,2,123,358,Familiar,Natureza,Casa espaçosa verde,sítio
12093885,28463256,São Cristóvão,-22.90241,-43.22531,Casa/Apto inteiro,265.0,2,138,344,Familiar,Sem Vista,Espaçosa área lazer,Arejada
12126910,61241580,Copacabana,-22.97125,-43.18746,Casa/Apto inteiro,421.0,3,164,268,Padrão,Urbana,Localização em Copacabana,Central
12169557,65372548,Barra da Tijuca,-22.99604,-43.40298,Casa/Apto inteiro,275.0,2,96,299,Econômico,Urbana,Proximidade evento esportivo,Localização
12189489,57059088,Leme,-22.96133,-43.16865,Casa/Apto inteiro,199.0,3,106,88,Padrão,Mar,Próximo à praia,Localização
12210268,65670091,Ipanema,-22.98377,-43.21148,Casa/Apto inteiro,446.0,90,1,115,Padrão,Sem Vista,Localização próxima praia,Apartamento
12223628,65753155,Barra da Tijuca,-23.01394,-43.30301,Casa/Apto inteiro,1858.0,2,72,98,Padrão,Urbana,Localização privilegiada,Conforto
12290090,65925985,Jacarepaguá,-22.96719,-43.39154,Quarto privativo,400.0,1,25,365,Econômico,Urbana,Localização próxima importante,Suíte
12307400,32168832,Botafogo,-22.95428,-43.19294,Quarto privativo,210.0,1,86,58,Romântico,Sem Vista,Cama casal suíte,Conforto
12331820,20579353,Copacabana,-22.98357,-43.19009,Casa/Apto inteiro,1200.0,1,214,271,Luxo,Mar,Frente ao mar,Atlântica
12812625,44958461,Ipanema,-22.98377,-43.21045,Casa/Apto inteiro,324.0,90,37,263,Luxo,Urbana,Localização em Ipanema,Localização
12848544,4708373,Santa Teresa,-22.91512,-43.18741,Casa/Apto inteiro,85.0,2,149,273,Econômico,Urbana,Localização Central Conveniente,Flat
13112627,70061428,Ipanema,-22.98259,-43.20083,Casa/Apto inteiro,543.0,4,205,206,Econômico,Urbana,Terraço com piscina,flat
12925602,56312023,Copacabana,-22.96389,-43.178432,Casa/Apto inteiro,250.0,3,164,252,Econômico,Urbana,Localização Excelente Praia,Praticidade
12953923,71183568,Ipanema,-22.98015,-43.2028,Casa/Apto inteiro,396.0,2,45,89,Luxo,Urbana,Serviços diários inclusos,Conveniência
13002003,67482645,Ipanema,-22.986832,-43.193962,Casa/Apto inteiro,260.0,5,190,213,Luxo,Mar,Proximidade da praia,Localização
13002662,3767558,Copacabana,-22.96327,-43.17749,Casa/Apto inteiro,198.0,2,363,110,Familiar,Urbana,Rua tranquila ambiente,Tranquilidade
13032033,22776502,Copacabana,-22.96769,-43.18425,Casa/Apto inteiro,822.0,3,75,263,Luxo,Urbana,Luxo e localização,Localização
13052555,3890087,Centro,-22.90457,-43.18093,Casa/Apto inteiro,289.0,5,25,18,Padrão,Urbana,Vista Cristo Redentor,Localização
13247059,66267116,Copacabana,-22.96771,-43.18951,Casa/Apto inteiro,335.0,2,252,283,Luxo,Urbana,Localização em Copacabana,Apartamento
13261537,74652696,Barra da Tijuca,-22.97343,-43.38996,Casa/Apto inteiro,252.0,4,57,361,Padrão,Natureza,Frente parque olímpico,Localização
13265793,37702771,Santa Teresa,-22.93354,-43.19825,Quarto privativo,380.0,2,54,4,Econômico,Sem Vista,Custo benefício acessível,Compartilhado
13522460,77521959,Flamengo,-22.93746,-43.177299,Quarto privativo,114.0,1,128,328,Econômico,Urbana,Próximo ao metrô,Suíte
13544020,77932812,Copacabana,-22.96816635131836,-43.18248748779297,Casa/Apto inteiro,196.0,3,325,30,Econômico,Mar,Localização privilegiada praia,Studio
13549789,45133557,Andaraí,-22.92465,-43.24643,Casa/Apto inteiro,188.0,3,126,213,Moderno,Sem Vista,Internet ultra rápida,Conectividade
13332993,64757298,Glória,-22.92306,-43.17345,Casa/Apto inteiro,111.0,1,234,344,Padrão,Natureza,Sacada pequena charmosa,Varanda
13342024,496656,Botafogo,-22.94169,-43.18703,Quarto privativo,340.0,7,5,364,Econômico,Sem Vista,Conforto e praticidade,Aconchegante
13435640,59714670,Leblon,-22.98273,-43.22214,Casa/Apto inteiro,1340.0,4,20,179,Luxo,Mar,Amplo espaço externo,Cobertura
13617460,78847592,Ipanema,-22.98536,-43.20017,Casa/Apto inteiro,374.0,2,314,273,Econômico,Sem Vista,Próximo praia Ipanema,Flat
13641776,62372027,Copacabana,-22.978235244750977,-43.19210815429688,Casa/Apto inteiro,540.0,3,52,96,Familiar,Urbana,Quartos espaçosos localização,Espaço
13810527,44209696,Humaitá,-22.95852637563035,-43.20126503705978,Casa/Apto inteiro,400.0,7,56,134,Luxo,Urbana,Vista Cristo Redentor,Vista
13829809,81538824,Barra da Tijuca,-23.0084,-43.34309,Casa/Apto inteiro,380.0,2,86,179,Luxo,Mar,Frente para mar,Flat
13847080,10296603,Barra da Tijuca,-23.00918,-43.35455,Casa/Apto inteiro,465.0,2,158,338,Luxo,Mar,Vista Maravilhosa Presente,Vista
13849161,1982737,Leblon,-22.98482,-43.22436,Casa/Apto inteiro,513.0,1,106,167,Moderno,Urbana,Apartamento três quartos,Modernidade
13665762,72184256,Barra da Tijuca,-22.99828,-43.34713,Casa/Apto inteiro,318.0,3,159,142,Luxo,Natureza,Conforto e lazer,Resort
13668982,79489744,Copacabana,-22.97389,-43.189198,Casa/Apto inteiro,500.0,3,95,91,Luxo,Urbana,Espaçoso e mobiliado,Conforto
13682645,15135033,Copacabana,-22.97135,-43.18766,Casa/Apto inteiro,800.0,3,12,177,Econômico,Mar,Localização Próxima Praia,Compacto
13749304,415036522,Alto da Boa Vista,-22.97487,-43.2755,Casa/Apto inteiro,641.0,2,210,294,Familiar,Natureza,Casa rodeada natureza,Colonial
13915144,49609288,Santa Teresa,-22.92034,-43.18481,Casa/Apto inteiro,258.0,3,103,208,Romântico,Urbana,Charme histórico local,Apartamento
13924280,82686696,Copacabana,-22.96414,-43.17679,Casa/Apto inteiro,215.0,2,80,81,Econômico,Sem Vista,Perto da praia,Localização
14030256,6000862,Vidigal,-22.99503,-43.23519,Casa/Apto inteiro,387.0,2,162,75,Moderno,Mar,Vista para mar,Apartamento
14035016,28248312,Copacabana,-22.98241,-43.19197,Casa/Apto inteiro,175.0,4,157,248,Econômico,Mar,Localização frente mar,Flat
13765319,67482645,Ipanema,-22.98567,-43.19636,Casa/Apto inteiro,329.0,5,165,207,Padrão,Mar,Próximo ao metrô,Localização
13941852,54106314,Santa Teresa,-22.91603,-43.18962,Casa/Apto inteiro,90.0,5,123,251,Econômico,Urbana,Localização Central Ideal,Kitnet
13942977,82949230,Leme,-22.9623643,-43.1701559,Casa/Apto inteiro,222.0,3,20,33,Econômico,Mar,Localização discreta privilegiada,Exclusividade
14057383,52220707,Centro,-22.91025,-43.17547,Casa/Apto inteiro,263.0,3,74,132,Padrão,Urbana,Vista para cidade,Localização
14093339,84787585,Barra da Tijuca,-23.0052,-43.29554,Casa/Apto inteiro,394.0,2,75,89,Moderno,Mar,Próximo à praia,Loft
13990438,446245344,Ipanema,-22.98436164855957,-43.19435119628906,Casa/Apto inteiro,389.0,2,259,244,Moderno,Urbana,Localização em Ipanema,Loft
14122253,85139579,Copacabana,-22.98405,-43.19406,Casa/Apto inteiro,220.0,3,146,345,Luxo,Urbana,Estilo e Conforto,Elegância
14142088,82937083,Ipanema,-22.98445,-43.20958,Casa/Apto inteiro,600.0,5,58,69,Luxo,Mar,Primeira quadra praia,Localização
14216305,86340471,Jacarepaguá,-22.96986,-43.39819,Casa/Apto inteiro,237.0,2,71,200,Moderno,Urbana,Localização estratégica privilegiada,Conveniência
14226433,77888190,Copacabana,-22.97093,-43.18774,Casa/Apto inteiro,225.0,1,350,280,Econômico,Urbana,Localização super central,Studio
14549684,90038840,Recreio dos Bandeirantes,-23.02819,-43.50581,Casa/Apto inteiro,1023.0,3,91,78,Luxo,Natureza,Beleza Natural Excepcional,Paraíso
14592653,90468506,Copacabana,-22.96398,-43.18145,Casa/Apto inteiro,304.0,3,284,23,Luxo,Mar,Localização privilegiada Copacabana,Exclusividade
14155271,27758411,São Francisco Xavier,-22.90693,-43.24286,Casa/Apto inteiro,228.0,1,216,77,Econômico,Urbana,Próximo ao Maracanã,Localização
14168488,84909629,Itanhangá,-23.00048,-43.30856,Quarto privativo,128.0,2,18,90,Romântico,Mar,Ilha charmosa exclusiva,Suíte
